playerName,total_goals,matches,latest_match,home_goals,away_goals,own_goals,penalty_goals
Erwin Saavedra,2,2,2021-06-28,0,2,0,1
Wojciech Szczęsny,1,1,2021-06-14,0,1,1,0
Hashim Sayed Isa,2,1,2021-06-15,2,0,0,1
Mohammed Al-Ghafri,1,1,2021-06-15,0,1,0,0
Khalid Al-Hajri,3,2,2022-03-24,0,3,0,0
Josué Duverger,1,1,2021-06-15,1,0,1,0
Raphaël Guerreiro,3,3,2022-12-06,2,1,1,0
Ovays Azizi,1,1,2021-06-15,1,0,1,0
Hossein Zamani,1,1,2021-06-15,0,1,0,0
Ado Onaiwu,3,1,2021-06-15,3,0,0,1
Sho Sasaki,1,1,2021-06-15,1,0,0,0
Ali Fasir,1,1,2021-06-15,0,1,0,0
Ali Al-Hassan,1,1,2021-06-15,1,0,0,0
Komron Tursunov,1,1,2021-06-15,1,0,0,0
Sheriddin Boboev,1,1,2021-06-15,1,0,0,0
Ali Salmeen,1,1,2021-06-15,1,0,0,0
Trần Minh Vương,1,1,2021-06-15,0,1,0,0
Alex Sandro,1,1,2021-06-17,1,0,0,0
Éverton Ribeiro,3,3,2021-09-09,2,1,0,0
Guido Rodríguez,1,1,2021-06-18,1,0,0,0
Ben Brereton Díaz,4,4,2022-01-27,4,0,0,0
Robin Gosens,1,1,2021-06-19,1,0,0,0
Sergio Peña,3,3,2021-11-11,2,1,0,0
Matteo Pessina,3,3,2023-03-26,2,1,0,0
İrfan Kahveci,2,2,2023-06-16,0,2,0,0
Ayrton Preciado,2,2,2021-06-23,1,1,0,0
Edson Castillo,1,1,2021-06-20,1,0,0,0
Ronald Hernández,1,1,2021-06-20,1,0,0,0
Papu Gómez,2,2,2021-06-28,2,0,0,0
Lukáš Hrádecký,1,1,2021-06-21,0,1,1,0
Callum McGregor,3,3,2023-06-20,3,0,0,0
Gianluca Lapadula,6,6,2022-03-29,4,2,0,0
András Schäfer,2,2,2021-11-15,0,2,0,0
Martin Dúbravka,1,1,2021-06-23,1,0,1,0
Aymeric Laporte,1,1,2021-06-23,1,0,0,0
Jairo Quinteros,1,1,2021-06-24,0,1,1,0
Braian Samudio,1,1,2021-06-24,0,1,0,0
Miguel Almirón,2,2,2022-03-24,1,1,0,1
Éder Militão,1,1,2021-06-27,1,0,0,0
Tomáš Holeš,1,1,2021-06-27,0,1,0,0
Pedri,1,1,2021-06-28,1,0,1,0
César Azpilicueta,1,1,2021-06-28,0,1,0,0
Mislav Oršić,2,2,2022-12-17,2,0,0,0
Artem Dovbyk,8,7,2024-03-21,1,7,0,1
Gabriel Ávalos,1,1,2021-07-02,0,1,0,0
Rodrigo De Paul,2,2,2021-10-10,2,0,0,0
Emmanuel Rivière,2,2,2021-07-15,0,2,0,1
Jonathan Osorio,3,3,2023-07-04,2,1,0,0
Stephen Eustáquio,3,3,2021-07-25,1,2,0,0
Alex Roldan,2,2,2021-11-12,2,0,0,0
Joaquín Rivas,3,2,2021-07-24,1,2,0,0
Luke Shaw,2,2,2022-09-26,2,0,0,0
Sam Vines,1,1,2021-07-11,1,0,0,0
Ariel Lassiter,1,1,2021-07-12,1,0,0,0
Raphaël Mirval,1,1,2021-07-12,0,1,0,0
Bobby Decordova-Reid,1,1,2021-07-12,1,0,0,0
Edwin Solano,1,1,2021-07-13,1,0,0,0
Johnny Leverón,1,1,2021-07-13,1,0,0,0
Rogelio Funes Mori,4,3,2021-10-10,2,2,0,0
Jairo Henríquez,3,3,2021-11-16,0,3,0,0
Stéphane Lambese,1,1,2021-07-15,1,0,0,0
Daryl Dike,2,1,2021-07-15,2,0,0,0
Samuel Camille,1,1,2021-07-15,1,0,1,0
Miles Robinson,2,2,2021-08-01,2,0,0,0
Nicholas Gioacchini,1,1,2021-07-15,1,0,0,0
Dimitri Ramothe,1,1,2021-07-16,1,0,0,0
Cory Burke,2,2,2023-07-02,1,1,0,0
Junior Flemmings,1,1,2021-07-16,0,1,0,0
César Yanis,3,3,2024-07-01,1,2,0,0
Reon Moore,1,1,2021-07-18,0,1,0,0
Luis Alfonso Rodríguez,1,1,2021-07-18,1,0,0,0
Shaq Moore,1,1,2021-07-18,1,0,0,0
Homam Ahmed,1,1,2021-07-20,0,1,0,0
José Luis Rodríguez,2,1,2021-07-20,2,0,0,0
Romar Frank,1,1,2021-07-20,0,1,0,0
Matthias Phaëton,3,2,2023-07-01,0,3,0,0
Matthew Hoppe,1,1,2021-07-25,1,0,0,0
Tajon Buchanan,4,4,2022-03-27,3,1,0,0
Júlio Tavares,3,3,2022-01-09,1,2,0,0
Tresór Toropité,1,1,2021-09-01,1,0,0,0
Daniel Wass,1,1,2021-09-01,1,0,0,0
Mohamed Magdy,2,2,2021-11-16,2,0,0,2
Ruslan Valiullin,2,1,2021-09-01,2,0,0,0
Danylo Sikan,1,1,2021-09-01,0,1,0,0
Andrejs Cigaņiks,3,3,2024-06-11,3,0,0,0
André Biyogo Poko,1,1,2021-09-01,0,1,0,0
Ali Salama,1,1,2021-09-01,1,0,0,0
Sanad Al Warfali,2,2,2021-11-16,2,0,0,1
Mica Pinto,1,1,2021-09-01,1,0,0,0
Cain Attard,2,1,2021-09-01,2,0,0,0
John Egan,3,3,2022-09-27,1,2,0,0
Abdou Diallo,2,2,2022-02-02,1,1,0,0
Adam Marušić,3,3,2022-06-11,1,2,0,0
Risto Radunović,1,1,2021-09-01,0,1,0,0
Ramy Bensebaini,1,1,2021-09-02,1,0,0,0
Ramiz Zerrouki,1,1,2021-09-02,1,0,0,0
Fernando Saucedo,1,1,2021-09-02,1,0,0,0
Félix Torres,2,2,2022-01-27,2,0,0,0
Thomas Foket,1,1,2021-09-02,0,1,0,0
Atanas Iliev,2,2,2022-06-05,1,1,0,0
Issam Al Sabhi,2,2,2021-10-12,1,1,0,0
Daniel Ballard,2,2,2022-06-09,0,2,0,0
Shayne Lavery,3,3,2022-09-27,0,3,0,0
Steve Mounié,3,3,2021-11-11,1,2,0,0
Henry Martín,5,5,2023-07-12,1,4,0,0
Nayef Aguerd,3,3,2022-12-01,3,0,2,0
Abuaagla Abdalla,1,1,2021-09-02,1,0,1,0
Charles Hambira,2,1,2021-09-02,1,1,1,0
Lassina Traoré,1,1,2021-09-02,0,1,0,1
Mohamed Konaté,3,3,2024-01-20,0,3,0,0
Giorgian de Arrascaeta,7,5,2022-12-02,4,3,0,1
Adam Buksa,7,5,2024-06-16,3,4,0,0
Carlos Soler,4,4,2022-11-23,3,1,0,0
Ángel Correa,1,1,2021-09-02,0,1,0,0
Yeferson Soteldo,1,1,2021-09-02,1,0,0,1
Prince Mumba,1,1,2021-09-03,0,1,0,0
Mamadou Niass,1,1,2021-09-03,1,0,0,0
Ellyes Skhiri,2,2,2021-10-07,2,0,0,0
Aleksandr Yerokhin,3,2,2021-11-11,2,1,0,0
Rifat Zhemaletdinov,1,1,2021-09-04,0,1,0,0
Halil Dervişoğlu,5,4,2022-06-07,3,2,0,0
Shon Weissman,6,6,2023-11-15,5,1,0,1
Cody Gakpo,12,12,2024-07-02,5,7,0,1
Mykola Shaparenko,2,2,2024-06-21,1,1,0,0
Anthony Martial,1,1,2021-09-04,0,1,0,0
Armando Broja,4,4,2022-06-10,3,1,0,1
Pavel Sedko,1,1,2021-09-05,1,0,0,0
Alexis Saelemaekers,1,1,2021-09-05,1,0,0,0
Bukayo Saka,11,8,2024-07-06,9,2,0,0
Jim Allevinah,4,4,2022-01-18,3,1,0,0
Mostafa Mohamed,6,6,2024-01-28,3,3,0,1
Jonas Hofmann,4,4,2022-06-11,2,2,0,0
Karim Adeyemi,1,1,2021-09-05,1,0,0,0
Brynjar Ingi Bjarnason,1,1,2021-09-05,1,0,0,0
Andri Guðjohnsen,4,4,2023-11-16,2,2,0,0
Andrés Andrade,1,1,2021-09-05,0,1,0,0
Anastasios Douvikas,1,1,2021-09-05,0,1,0,0
Alin Toșca,1,1,2021-09-05,1,0,0,0
Cristian Manea,1,1,2021-09-05,1,0,0,0
Abdul Rwatubyaye,1,1,2021-09-05,1,0,0,0
Nicola Nanni,1,1,2021-09-05,1,0,0,0
Elmo Kambindu,1,1,2021-09-05,0,1,0,0
Brenden Aaronson,2,2,2021-09-08,1,1,0,0
Agustín Álvarez,1,1,2021-09-05,1,0,0,0
Jordan Adéoti,1,1,2021-09-06,1,0,0,0
Anas Farah Ali,1,1,2021-09-06,1,0,0,0
Victorien Adebayor,5,2,2021-11-15,3,2,0,0
Mohamed Wonkoye,2,2,2021-11-15,1,1,0,1
Amadou Sabo,1,1,2021-09-06,0,1,0,0
Warsama Hassan,1,1,2021-09-06,1,0,0,0
Sébastien Haller,5,4,2024-02-11,5,0,0,1
Moumi Ngamaleu,1,1,2021-09-06,0,1,0,1
Kpah Sherman,1,1,2021-09-06,1,0,0,0
Bongokuhle Hlongwane,1,1,2021-09-06,1,0,0,0
Omar Al Khouja,1,1,2021-09-07,0,1,0,0
Luka Menalo,3,3,2022-06-11,2,1,0,0
Abdoul Tapsoba,4,3,2021-10-11,2,2,0,0
Dylan Tavares,1,1,2021-09-07,1,0,0,0
Victor Osimhen,5,5,2024-01-14,2,3,0,1
Kenny Rocha Santos,1,1,2021-09-07,0,1,1,0
Boulaye Dia,3,3,2022-11-25,1,2,0,0
Silvère Ganvoula,1,1,2021-09-07,1,0,0,1
Marko Livaja,4,4,2022-11-27,2,2,0,0
Aschalew Tamene,1,1,2021-09-07,1,0,0,1
Heini Vatnsdal,1,1,2021-09-07,1,0,0,0
Richard Mbulu,1,1,2021-09-07,1,0,0,0
Guus Til,1,1,2021-09-07,1,0,0,0
Zelimkhan Bakayev,1,1,2021-09-07,1,0,0,1
Martin Koscelník,1,1,2021-09-07,1,0,0,0
Frédéric Mendy,1,1,2021-09-07,0,1,0,0
Mohamed Abdelrahman,2,1,2021-09-07,2,0,0,0
Mama Baldé,1,1,2021-09-07,0,1,0,0
Mahmoud Al Baher,1,1,2021-09-07,1,0,0,0
Novatus Dismas,1,1,2021-09-07,1,0,0,0
Thomas Fontaine,1,1,2021-09-07,0,1,0,0
Feisal Salum,1,1,2021-09-07,1,0,0,0
Rhyan Grant,1,1,2021-09-07,0,1,0,0
Anis Ben Slimane,1,1,2021-09-07,0,1,0,0
Qazim Laçi,2,2,2024-06-19,1,1,0,0
Jimmy Marín,1,1,2021-09-08,1,0,0,0
Brayan Moya,2,2,2021-11-12,2,0,0,0
Antonee Robinson,2,2,2022-01-27,1,1,0,0
Ricardo Pepi,3,2,2021-10-07,2,1,0,0
Endre Botka,1,1,2021-09-08,1,0,0,0
Max Llovera,1,1,2021-09-08,0,1,0,0
Edgaras Utkus,1,1,2021-09-08,1,0,1,0
Giacomo Raspadori,4,4,2023-11-17,3,1,0,0
Giovanni Di Lorenzo,2,2,2021-11-12,2,0,0,0
Pablo Fornals,1,1,2021-09-08,0,1,0,0
Damian Szymański,2,2,2023-03-24,1,1,0,0
Jean Meneses,1,1,2021-09-09,0,1,0,0
David Martínez,1,1,2021-09-09,1,0,0,0
Gastón Pereiro,1,1,2021-09-09,1,0,0,0
Imran Louza,2,2,2021-11-12,2,0,0,1
Ilias Chair,1,1,2021-10-06,1,0,0,0
Ayoub El Kaabi,5,4,2021-11-16,5,0,0,0
Munir El Haddadi,1,1,2021-10-06,1,0,0,0
Mohamed Bayo,5,5,2024-02-02,1,4,0,1
Seif Teiri,1,1,2021-10-06,1,0,0,0
Théo Hernandez,2,2,2022-12-14,1,1,0,0
Hồ Tấn Tài,2,2,2022-02-01,1,1,0,0
Chadrac Akolo,1,1,2021-10-07,1,0,0,0
Enrico Hernández,1,1,2021-10-07,1,0,0,0
Saúl Coco,2,2,2021-11-16,1,1,0,0
Van-Dave Harmon,1,1,2021-10-07,1,0,0,0
Jamiro Monteiro,2,2,2024-01-14,0,2,0,0
Ibrahima Koné,8,6,2022-01-20,4,4,0,4
Moussa Doumbia,1,1,2021-10-07,1,0,0,0
Jorge Sánchez,1,1,2021-10-07,1,0,0,0
Karl Namnganda,1,1,2021-10-07,0,1,0,0
Fahad Bayo,3,3,2021-11-11,2,1,0,0
Firas Al-Buraikan,3,3,2022-01-27,3,0,0,0
Hwang In-beom,2,2,2024-01-15,2,0,0,0
Seifeddine Jaziri,2,2,2022-01-16,2,0,0,0
Eric Ramírez,2,2,2024-06-30,1,1,0,0
Antony,2,2,2022-02-01,1,1,0,0
Youssouf Oumarou,2,2,2021-11-12,1,1,1,1
Daniel Sosah,2,2,2021-11-15,1,1,0,0
Zakariya Souleymane,1,1,2021-10-08,1,0,1,0
Zini,3,3,2024-01-23,2,1,0,0
Ary Papel,1,1,2021-10-08,1,0,0,0
Jonathan Buatu,1,1,2021-10-08,1,0,0,0
Karl Toko Ekambi,9,7,2024-01-23,7,2,0,0
Joško Gvardiol,2,2,2022-12-17,1,1,0,0
Danny Ward,1,1,2021-10-08,1,0,1,0
Issa Kaboré,1,1,2021-10-08,0,1,0,0
Omar Marmoush,2,2,2024-01-18,2,0,0,0
Ísak Bergmann Jóhannesson,2,2,2022-11-19,1,1,0,1
Darko Churlinov,3,3,2023-03-23,2,1,0,0
Ibrahim Sangaré,2,2,2022-01-20,1,1,0,0
Jérémie Boga,1,1,2021-10-08,0,1,0,0
Benjamin Šeško,9,8,2023-11-20,7,2,0,2
Kerem Aktürkoğlu,6,6,2024-06-18,4,2,0,0
Ben Chilwell,1,1,2021-10-09,0,1,0,0
Jack Grealish,2,2,2022-11-21,1,1,0,0
Callum Robinson,4,3,2023-10-16,0,4,0,0
Chiedozie Ogbene,2,2,2021-11-14,0,2,0,0
Mothobi Mvala,1,1,2021-10-09,0,1,0,0
Evidence Makgopa,2,2,2024-01-30,0,2,0,0
Dimitrios Pelkas,4,4,2024-03-21,3,1,0,0
Mohammed Kudus,5,3,2024-01-18,1,4,0,0
José Kanté,1,1,2021-10-09,1,0,0,0
Ahmed Al-Tash,1,1,2021-10-09,0,1,0,0
Amir Kamal,1,1,2021-10-09,0,1,0,0
Justas Lasickas,1,1,2021-10-09,1,0,0,0
Christian Nørgaard,1,1,2021-10-09,0,1,0,0
Aymen Barkok,1,1,2021-10-09,1,0,0,0
Tomasz Kędziora,1,1,2021-10-09,1,0,0,0
Scott McTominay,9,7,2024-06-19,7,2,0,0
Famara Diédhiou,6,4,2022-11-25,2,4,0,0
Alaixys Romao,1,1,2021-10-09,0,1,1,0
Euloge Placca Fessou,3,3,2021-11-15,1,2,0,0
Ramiro Vaca,1,1,2021-10-10,1,0,0,0
Ryan Mendes,3,3,2024-01-29,3,0,0,1
Leon Balogun,1,1,2021-10-10,0,1,0,0
Charles De Ketelaere,2,2,2023-09-12,1,1,0,0
Sebastián Córdova,1,1,2021-10-10,1,0,0,0
Eduard Bello,3,3,2024-06-30,1,2,0,0
Fashion Sakala,5,3,2021-11-16,4,1,0,1
Federico Bikoro,1,1,2021-10-10,0,1,0,0
Adam Hložek,1,1,2021-10-11,0,1,0,0
Lukáš Haraslín,4,3,2023-11-16,3,1,0,0
Zach Muscat,2,2,2022-06-12,1,1,0,0
Alex Moucketou-Moussounda,1,1,2021-10-11,1,0,0,0
Stefán Teitur Þórðarson,1,1,2021-10-11,1,0,0,0
Nicolas Pépé,3,3,2022-01-20,3,0,0,0
Khuda Muyaba,1,1,2021-10-11,0,1,0,0
Franck Kessié,4,4,2024-02-11,4,0,0,2
Serdar Dursun,6,5,2022-06-11,2,4,0,1
Ahmed Abou El Fotouh,1,1,2021-10-11,0,1,0,0
Ramadan Sobhi,1,1,2021-10-11,0,1,0,0
Arnaut Danjuma,1,1,2021-10-11,1,0,0,0
Jamal Musiala,4,4,2024-06-29,3,1,0,0
Igor Diveyev,1,1,2021-10-11,0,1,0,0
Guy Mbenza,2,2,2021-11-11,2,0,0,0
Kévin Denkey,1,1,2021-10-12,0,1,0,0
Ao Tanaka,2,2,2022-12-01,2,0,0,0
Zuriko Davitashvili,3,3,2023-06-17,0,3,0,0
Renato Steffen,4,2,2023-03-25,0,4,0,0
Mamadou Kané,1,1,2021-10-12,0,1,0,0
Selim Amallah,3,2,2022-01-14,3,0,0,0
Sofiane Boufal,4,4,2022-01-30,2,2,0,2
Ismaël Bennacer,1,1,2021-10-12,0,1,0,0
Salaah Al-Yahyaei,2,2,2024-01-16,1,1,0,2
Sergi Moreno,1,1,2021-10-12,0,1,0,0
Ricard Fernández,1,1,2021-10-12,0,1,0,0
Sami Al-Najei,2,1,2021-10-12,2,0,0,0
Aloísio,1,1,2021-10-12,0,1,0,0
Anel Ahmedhodžić,1,1,2021-10-12,0,1,0,0
Mohammed Al-Attas,1,1,2021-10-12,0,1,1,0
Kemar Roofe,1,1,2021-10-13,0,1,0,0
Oniel Fisher,1,1,2021-10-13,0,1,0,0
Keysher Fuller,2,2,2022-11-27,0,2,0,0
Sergiño Dest,1,1,2021-10-13,1,0,0,0
Leonel Moreira,1,1,2021-10-13,1,0,1,0
Moisés Villarroel Angulo,1,1,2021-10-14,1,0,0,0
Víctor Ábrego,1,1,2021-10-14,1,0,0,0
Roberto Fernández,1,1,2021-10-14,1,0,0,0
Raphinha,4,3,2024-07-02,4,0,0,0
Milan Ristovski,2,2,2022-06-02,0,2,0,0
Azər Salahlı,1,1,2021-11-11,1,0,0,0
Jodel Dossou,1,1,2021-11-11,1,0,0,0
Amjad Al-Harthi,1,1,2021-11-11,0,1,0,0
Piero Hincapié,2,2,2022-03-24,2,0,1,0
Daniel Kaufmann,1,1,2021-11-11,1,0,1,0
Ridle Baku,1,1,2021-11-11,1,0,0,0
Amir Al-Ammari,1,1,2021-11-11,1,0,0,1
Duje Ćaleta-Car,1,1,2021-11-11,0,1,0,0
Lovro Majer,5,4,2023-11-18,2,3,0,0
Andrei Mostovoy,1,1,2021-11-11,1,0,0,0
Aleksei Sutormin,1,1,2021-11-11,1,0,0,0
Anton Zabolotny,1,1,2021-11-11,1,0,0,0
Moussa Djenepo,1,1,2021-11-11,0,1,0,0
Kalifa Coulibaly,2,2,2021-11-14,1,1,0,0
Gaël Kakuta,1,1,2021-11-11,0,1,0,0
Nathan Fasika,1,1,2021-11-11,0,1,0,0
Ben Malango,3,3,2022-03-29,1,2,0,0
Pape Abou Cissé,1,1,2021-11-11,1,0,1,0
Habib Diallo,3,3,2024-01-29,1,2,0,0
Hélder Costa,1,1,2021-11-12,1,0,0,0
M'Bala Nzola,1,1,2021-11-12,1,0,0,1
Akram Tawfik,1,1,2021-11-12,0,1,0,0
Jacob Bruun Larsen,1,1,2021-11-12,1,0,0,0
Saïd Benrahma,1,1,2021-11-12,0,1,0,0
Michail Antonio,4,4,2024-06-26,1,3,0,1
Bálint Vécsei,2,2,2023-03-27,2,0,0,0
Nathan Patterson,1,1,2021-11-12,0,1,0,0
Ryan Mmaee,4,2,2021-11-16,4,0,0,1
Benas Šatkus,1,1,2021-11-12,1,0,1,0
Marcus Forss,1,1,2021-11-13,0,1,0,0
Daniel O'Shaughnessy,1,1,2021-11-13,0,1,0,0
Isaac Ngoma,2,2,2021-11-16,0,2,0,0
Stopira,2,2,2021-11-16,1,1,0,0
Pablo Ganet,3,3,2024-01-22,1,2,0,0
Adrien Rabiot,4,4,2023-11-18,3,1,0,0
Jean Michaël Seri,1,1,2021-11-13,1,0,0,0
Ilija Vukotić,1,1,2021-11-13,1,0,0,0
Nikola Vujnović,1,1,2021-11-13,1,0,0,0
Mert Müldür,3,3,2024-07-06,3,0,1,0
Ben Davies,1,1,2021-11-13,1,0,0,0
Artem Kontsevoy,1,1,2021-11-13,0,1,0,0
Nicușor Bancu,2,2,2022-06-11,1,1,0,0
Hakim Abdallah,1,1,2021-11-14,1,0,0,0
Vernon De Marco,1,1,2021-11-14,0,1,0,0
Jón Dagur Þorsteinsson,3,3,2022-06-13,2,1,0,0
Adam Gnezda Čerin,3,3,2023-10-17,2,1,0,0
Andronikos Kakoullis,3,2,2022-06-12,0,3,0,0
Abubeker Nassir,1,1,2021-11-14,0,1,0,0
Endri Çekiçi,1,1,2021-11-15,1,0,0,1
Christopher Trimmel,1,1,2021-11-15,1,0,0,0
Dejan Ljubičić,1,1,2021-11-15,1,0,0,0
Sølvi Vatnhamar,1,1,2021-11-15,0,1,0,0
Richard Odada,1,1,2021-11-15,1,0,0,1
Olivier Niyonzima,1,1,2021-11-15,0,1,0,0
Youssouf Abdi Ahmed,1,1,2021-11-15,0,1,0,0
Yabe Siad Isman,1,1,2021-11-15,0,1,0,0
Issa Djibrilla,2,1,2021-11-15,2,0,0,0
Filippo Fabbri,1,1,2021-11-15,0,1,1,0
Emile Smith Rowe,1,1,2021-11-15,0,1,0,0
Tyrone Mings,1,1,2021-11-15,0,1,0,0
John Souttar,1,1,2021-11-15,1,0,0,0
Noah Okafor,2,2,2022-06-02,1,1,0,0
Zakaria Sanogo,1,1,2021-11-16,0,1,0,0
Gerson Torres,1,1,2021-11-16,1,0,0,0
Jan Sýkora,1,1,2021-11-16,1,0,0,0
Johann Obiang,1,1,2021-11-16,1,0,1,0
Jeong Woo-yeong,2,2,2024-01-25,1,1,0,0
Timothy Weah,2,2,2022-11-21,1,1,0,0
Aboubakar Kamara,1,1,2021-11-16,1,0,0,0
Orkun Kökçü,2,2,2023-03-25,0,2,0,0
Limbikani Mzava,1,1,2021-11-16,1,0,1,0
Freddy Góndola,1,1,2021-11-16,1,0,0,0
Aïssa Laïdouni,1,1,2021-11-16,1,0,0,0
Mohamed Dräger,1,1,2021-11-16,1,0,0,0
Ali Maâloul,1,1,2021-11-16,1,0,0,0
Gustavo Sangaré,1,1,2022-01-09,0,1,0,0
Aaron Boupendza,1,1,2022-01-10,0,1,0,0
Issiaga Sylla,1,1,2022-01-10,1,0,0,0
Ablie Jallow,3,3,2024-01-23,2,1,0,0
Dawa Hotessa,1,1,2022-01-13,0,1,0,0
Hassane Bandé,1,1,2022-01-13,0,1,0,0
Ishmael Wadi,1,1,2022-01-14,0,1,0,0
Zakaria Aboukhlal,2,2,2022-11-27,1,1,0,0
Taiwo Awoniyi,1,1,2022-01-15,1,0,0,0
Walieldin Khedr,1,1,2022-01-15,0,1,0,1
Esteban Obiang,2,2,2024-01-18,0,2,1,0
Musa Barrow,2,2,2022-01-24,1,1,0,1
Musa Noah Kamara,1,1,2022-01-16,0,1,0,0
Hamza Mathlouthi,1,1,2022-01-16,1,0,0,0
Cyrille Bayala,1,1,2022-01-17,1,0,0,0
El Fardou Ben Nabouhane,1,1,2022-01-18,0,1,0,0
Ahmed Mogni,2,1,2022-01-18,0,2,0,0
Alexander Djiku,2,2,2024-01-14,2,0,0,0
Mohamed Abdelmonem,1,1,2022-01-19,1,0,0,0
Umar Sadiq,1,1,2022-01-19,0,1,0,0
Sofiane Bendebka,1,1,2022-01-20,0,1,0,0
Massadio Haïdara,1,1,2022-01-20,1,0,0,0
Adama Guira,1,1,2022-01-23,0,1,1,0
Youssouf M'Changama,1,1,2022-01-24,0,1,0,0
Bamba Dieng,2,2,2022-11-25,1,1,0,0
Craig Goodwin,4,4,2024-02-02,3,1,0,0
Riley McGree,1,1,2022-01-27,1,0,0,0
Denil Maldonado,1,1,2022-01-27,0,1,1,0
Daniel Johnson,2,2,2023-07-02,2,0,0,0
Cho Gue-sung,4,3,2024-01-30,2,2,0,0
Yahya Al-Ghassani,3,3,2024-01-23,2,1,0,1
Bruno Miranda,2,2,2024-07-01,1,1,0,0
Dango Ouattara,1,1,2022-01-29,1,0,0,0
Sam Adekugbe,1,1,2022-01-30,1,0,0,0
Javain Brown,1,1,2022-01-30,1,0,1,0
Azmahar Ariano,1,1,2022-01-30,1,0,0,0
Andre Gray,2,2,2022-03-24,1,1,0,0
Jannick Buyla,2,2,2024-01-22,0,2,0,0
Marc Enoumba,1,1,2022-02-01,1,0,0,0
Marcelino Núñez,1,1,2022-02-01,0,1,0,0
Rodrygo,1,1,2022-02-01,1,0,0,0
Rodrigo Bentancur,3,3,2024-07-13,2,1,0,0
Phan Văn Đức,1,1,2022-02-01,1,0,0,0
Xu Xin,1,1,2022-02-01,0,1,0,0
Blati Touré,1,1,2022-02-02,1,0,0,0
Walker Zimmerman,1,1,2022-02-02,1,0,0,0
Steeve Yago,1,1,2022-02-05,0,1,0,0
André Onana,1,1,2022-02-05,0,1,1,0
Djibril Ouattara,1,1,2022-02-05,0,1,0,0
Alwin Hou,3,2,2022-03-27,2,1,0,0
Sairusi Nalaubu,2,1,2022-03-18,0,2,0,0
Jordan Wetria,1,1,2022-03-18,1,0,0,0
Ben Waine,5,3,2024-06-27,4,1,0,0
Elijah Just,2,2,2024-06-21,1,1,0,0
Clayton Lewis,1,1,2022-03-21,1,0,0,1
Kaoru Mitoma,2,1,2022-03-24,0,2,0,0
Vinícius Júnior,4,3,2024-06-28,2,2,0,0
Zhu Chenjie,1,1,2022-03-24,1,0,0,1
Tevita Waranaivalu,1,1,2022-03-24,1,0,0,0
Ati Kepo,3,3,2024-06-22,0,3,0,0
Hussein Ali Al-Saedi,1,1,2022-03-24,1,0,0,0
Alaa Al Dali,2,2,2022-03-29,1,1,0,0
Mohammad Al Marmour,1,1,2022-03-24,0,1,0,0
Veaceslav Posmac,1,1,2022-03-24,0,1,1,0
Alex Greive,2,1,2022-03-24,2,0,0,0
Logan Rogerson,1,1,2022-03-24,1,0,0,1
Andre de Jong,1,1,2022-03-24,1,0,0,0
Bill Tuiloma,3,2,2022-03-30,1,2,0,0
Kevin López,1,1,2022-03-24,0,1,0,0
Robert Morales,1,1,2022-03-24,1,0,0,0
Jordy Caicedo,1,1,2022-03-24,0,1,0,1
Otávio,2,2,2023-03-26,1,1,0,0
Matheus Nunes,1,1,2022-03-24,1,0,0,0
Raphael Lea'i,4,2,2022-03-27,4,0,0,0
Yoane Wissa,3,3,2024-02-02,3,0,0,1
Tarik Tissoudali,2,2,2022-03-29,1,1,0,0
Saliou Ciss,1,1,2022-03-25,1,0,1,0
Moussa Sissako,1,1,2022-03-25,0,1,1,0
Anthony Contreras,3,3,2023-07-04,2,1,0,0
Cristian Gil,1,1,2022-03-27,1,0,0,0
Liberato Cacace,1,1,2022-03-27,1,0,0,0
Alwin Komolong,2,2,2024-06-16,1,1,1,0
Jesús Ferreira,8,4,2023-07-12,8,0,0,1
Ahmed Touba,1,1,2022-03-29,1,0,0,0
Bruno Guimarães,1,1,2022-03-29,0,1,0,0
Marinos Tzionis,2,2,2022-09-24,2,0,0,0
Julián Álvarez,7,6,2024-07-09,5,2,0,0
Nguyễn Thanh Bình,1,1,2022-03-29,0,1,0,0
Azzedine Ounahi,3,2,2024-01-17,3,0,0,0
Harib Al-Maazmi,1,1,2022-03-29,1,0,0,0
Juan Pablo Vargas,3,3,2023-07-04,3,0,0,0
Ángel Tejeda,1,1,2022-03-30,0,1,0,1
Leon Bailey,2,2,2023-06-28,2,0,0,1
Ravel Morrison,1,1,2022-03-30,1,0,0,0
Joe Bell,1,1,2022-03-30,0,1,0,0
Matthew Garbett,1,1,2022-03-30,0,1,0,0
Jakub Kamiński,1,1,2022-06-01,1,0,0,0
Edon Zhegrova,2,2,2023-03-28,1,1,0,0
Jan Kuchta,3,3,2023-03-24,3,0,0,0
Djibril Sow,1,1,2022-06-02,1,0,1,0
Robert Kirss,1,1,2022-06-02,1,0,0,0
Georges Mikautadze,7,7,2024-06-26,5,2,0,3
Liel Abada,1,1,2022-06-02,1,0,0,0
Þórir Jóhann Helgason,2,2,2022-06-13,1,1,0,0
Ricardo Horta,4,4,2023-11-19,2,2,0,0
Tomáš Suslov,2,2,2023-06-17,0,2,0,0
Vadim Bolohan,1,1,2022-06-03,0,1,0,0
Marko Vukčević,1,1,2022-06-04,1,0,0,0
Andrea Hristov,1,1,2022-06-05,0,1,1,0
Budu Zivzivadze,5,4,2024-03-21,2,3,0,0
Iliyan Stefanov,2,2,2022-09-23,2,0,0,0
