playerName,total_goals,matches,latest_match,home_goals,away_goals,own_goals,penalty_goals
Waldir Sáenz,1,1,2000-02-19,0,1,0,0
Chris Armas,1,1,2000-02-19,1,0,0,0
Gerardo Bedoya,3,3,2001-07-26,1,2,0,0
Mickey Trotman,1,1,2000-02-20,0,1,0,0
Richard Hastings,1,1,2000-02-20,0,1,0,0
Marcial Salazar,1,1,2000-02-23,1,0,1,0
Jason de Vos,3,3,2004-09-04,2,1,0,0
Iván Guerrero,3,3,2005-07-21,1,2,0,0
Marvin Andrews,7,7,2005-09-03,3,4,1,0
Anton Haven,2,2,2000-03-19,1,1,0,0
George Moussis,1,1,2000-03-05,0,1,0,0
Kevin Davies,2,2,2000-03-19,1,1,0,0
Kenneth Hughes,1,1,2000-03-05,1,0,0,1
Jerry Alexander,7,4,2000-05-07,4,3,0,0
Anthony Modeste,3,2,2004-02-28,1,2,0,0
Paul Cam,1,1,2000-03-05,0,1,0,0
Avondale Williams,3,2,2008-03-30,1,2,0,1
Ariel Álvarez,1,1,2000-03-05,1,0,0,0
Serguei Prado,1,1,2000-03-05,1,0,0,0
Miguel Gandara,1,1,2000-03-05,1,0,0,0
Miguel Pérez,1,1,2000-03-05,1,0,0,0
Carlos Reyes,1,1,2000-03-05,1,0,0,0
Roberto Guadalupe Martínez,1,1,2000-03-05,1,0,0,0
William Torres,2,2,2008-09-06,2,0,0,0
Renne Regis,1,1,2000-03-05,1,0,0,0
Kenlyn Gonsalves,2,2,2000-03-19,1,1,0,0
Raphel Ortiz,2,2,2000-03-18,1,1,0,0
Carlos Astondoa,1,1,2000-03-11,0,1,0,0
Theodore Filomina,2,1,2000-03-11,2,0,0,0
Oswalding Mackay,1,1,2000-03-11,1,0,0,0
Jean-Robert Menelas,4,2,2000-04-01,4,0,0,0
Angelo Martina,1,1,2000-03-18,1,0,0,0
Llewellyn Riley,5,4,2000-10-08,3,2,0,0
Norman Forde,1,1,2000-03-18,0,1,0,0
Franklyn Baptiste,1,1,2000-03-18,1,0,0,0
Carlos Geerman,1,1,2000-03-18,1,0,1,0
Mark Mackay,1,1,2000-03-18,0,1,0,0
Santana Vander Kross,1,1,2000-03-18,0,1,0,0
Alexis Saddler,3,1,2000-03-18,3,0,0,1
George Isaac,6,5,2004-09-04,5,1,0,0
Leroy Francis,2,2,2000-03-21,2,0,0,0
Michael Crawford,1,1,2000-03-18,1,0,0,0
John Smith,2,2,2000-03-21,2,0,0,0
Richard O'Connor,1,1,2000-03-19,0,1,0,1
Freddy García,9,7,2011-11-11,7,2,0,0
Emory Núñez,1,1,2000-03-19,1,0,0,0
Devarr Boyles,1,1,2000-03-19,1,0,0,0
Tokia Russell,1,1,2000-03-19,1,0,0,0
Meshach Wade,2,2,2004-02-29,2,0,0,0
Shannon Burgess,4,4,2004-06-20,4,0,0,2
Stanton Lewis,1,1,2000-03-19,1,0,0,0
Stephen Astwood,2,1,2000-03-19,2,0,0,0
John Barry Nusum,12,7,2011-10-11,7,5,0,0
Kelvyn Peters,1,1,2000-03-19,1,0,0,0
Roosevelt Desir,1,1,2000-03-19,0,1,0,0
Luis Omar Sanchez,1,1,2000-03-19,0,1,0,0
Vladimir Gregorio,1,1,2000-03-19,0,1,0,0
Wayne Dyer,1,1,2000-03-19,1,0,0,0
Mario Méndez,1,1,2000-03-19,0,1,0,0
Alberto Doesburg,1,1,2000-03-19,1,0,0,0
Joaquim Santos,1,1,2000-03-19,1,0,0,0
Austin Huggins,3,2,2004-02-18,2,1,0,0
Rodrigo Tello,1,1,2000-03-29,0,1,0,0
Pablo García,2,2,2007-07-07,1,1,0,0
Wandel Gross,1,1,2000-04-01,1,0,0,0
Gabriel Michel,3,1,2000-04-01,3,0,0,0
Vladimir Edouard,3,2,2000-04-16,1,2,0,0
Osmin Hernández,1,1,2000-04-02,1,0,0,0
Mahad Khaireh,1,1,2000-04-07,1,0,0,0
Ngidi Yemweni,5,3,2000-07-09,4,1,0,0
Salem Ould Ely,1,1,2000-04-07,1,0,0,0
Harry Randrianaivo,3,2,2000-06-17,3,0,0,0
Dereck Somanje,1,1,2000-04-08,1,0,0,0
Jones Nkhwazi,1,1,2000-04-08,1,0,0,0
Philip Zialor,3,3,2008-09-06,3,0,0,0
Amilcar Ramos,1,1,2000-04-08,1,0,0,0
Celso Pontes,1,1,2000-04-08,1,0,0,0
Samuel Kuffour,2,2,2000-04-23,1,1,0,0
Pablo Thiam,1,1,2000-04-08,0,1,0,0
Souleymane Youla,5,4,2008-01-28,2,3,0,0
Hassan Mubiru,2,2,2003-10-11,2,0,0,0
Majid Musisi,1,1,2000-04-08,1,0,0,0
Abubaker Tabula,1,1,2000-04-08,1,0,0,0
Pascal Feindouno,19,15,2009-06-21,10,9,0,4
Jamil Kyambadde,1,1,2000-04-08,1,0,0,0
Moussa N'Diaye,4,4,2005-03-26,2,2,0,0
Jonas Okétola,1,1,2000-04-09,1,0,0,0
Mohamed Emara,1,1,2000-04-09,1,0,0,0
Mohamed Farouk,3,2,2000-04-23,3,0,0,0
George Ngoma Nanitelamio,1,1,2000-04-09,0,1,0,0
Jean-Silvestre N'Keoua,1,1,2000-04-09,0,1,0,0
Remo Eyoma,1,1,2000-04-09,1,0,0,0
Modeste Eta,1,1,2000-04-09,0,1,0,0
Felipe Cata Edson,1,1,2000-04-09,0,1,0,0
Anteneh Alameraw,1,1,2000-04-09,1,0,0,0
Sentayehu Getachew,1,1,2000-04-09,1,0,0,0
Amadou Touré,2,2,2004-06-20,0,2,0,0
Bouchaib El Moubarki,1,1,2000-04-09,0,1,0,0
Jabu Pule,1,1,2000-04-09,0,1,0,0
Jehad Muntasser,2,2,2001-01-28,1,1,0,0
Ahmed Al Masli,5,3,2003-11-16,4,1,0,0
Khaled Mhemed,1,1,2000-04-09,1,0,0,0
Ghislain Akassou,1,1,2000-04-09,0,1,0,0
Hassan Mili,1,1,2000-04-09,1,0,0,0
Julien Nsengiyumva,1,1,2000-04-09,1,0,0,0
Fadel Keïta,2,2,2001-07-01,1,1,0,0
Faroug Jabra,1,1,2000-04-09,1,0,0,0
Elmer Martínez,1,1,2000-04-16,0,1,0,0
Bent Burgess,1,1,2000-04-16,1,0,0,0
Nigel Pierre,3,3,2000-11-15,2,1,0,1
Luis Alfredo Ramírez,1,1,2000-04-16,0,1,0,0
Marlon James,4,4,2008-06-20,3,1,0,0
Isâad Bourahli,2,2,2004-10-09,1,1,0,0
Rafik Saïfi,5,5,2009-09-06,4,1,0,0
Daniel Cousin,5,5,2012-01-27,3,2,0,0
Abdelfattah El Khattari,2,1,2000-04-22,2,0,0,0
Razundara Tjikuzu,4,2,2001-02-24,4,0,0,0
Benedict Akwuegbu,2,2,2000-06-17,2,0,0,0
Garba Lawal,4,4,2006-02-09,3,1,0,0
Nwankwo Kanu,6,6,2005-10-08,5,1,0,1
Chernor Mansaray,2,1,2000-04-22,2,0,0,0
Sidique Mansaray,2,2,2001-04-21,2,0,0,0
Bilal Sidibé,1,1,2000-04-22,1,0,1,0
Ziad Jaziri,9,8,2006-06-14,7,2,0,0
Imed Mhedhebi,4,4,2001-07-01,2,2,0,0
Harry Milanzi,5,5,2004-06-19,3,2,0,0
Hélder Vicente,1,1,2000-04-23,1,0,0,0
Isaac Boelua Lokuli,2,1,2000-04-23,2,0,0,0
Siza Dlamini,3,3,2008-06-08,2,1,0,0
Victor Covilhã,1,1,2000-04-23,1,0,0,0
Gayson Gregory,4,3,2008-02-06,2,2,0,0
Robert Jama Mba,2,1,2000-04-23,2,0,0,0
Salomon Olembé,4,3,2002-02-07,2,2,0,0
Bedel Moyimbouabeka,1,1,2000-04-23,1,0,0,0
Casiano Mba,1,1,2000-04-23,0,1,0,0
Ulrich Lepaye,1,1,2000-04-23,1,0,0,0
Jason Mayélé,3,2,2000-07-09,3,0,0,0
Hared Robleh,1,1,2000-04-23,0,1,0,0
Shabani Nonda,11,7,2008-06-22,9,2,0,1
Michél Mazingu-Dinzey,1,1,2000-04-23,1,0,0,0
Lwata Mpia,1,1,2000-04-23,1,0,0,0
Jacques-Désiré Périatambée,1,1,2000-04-23,0,1,0,0
Jean-Sebastien Bax,1,1,2000-04-23,0,1,0,0
Walid Salah Abdel Latif,1,1,2000-04-23,1,0,0,0
John Lungu,1,1,2000-04-23,0,1,0,0
Ally Abubakari,1,1,2000-04-23,0,1,0,0
Daniel Addo,1,1,2000-04-23,1,0,0,0
Faisal Bushaala,1,1,2000-04-23,0,1,0,0
Brehima Traoré,2,1,2000-04-23,2,0,0,0
Yaya Dissa,1,1,2000-04-23,1,0,0,0
Mujahid Ahmed,3,3,2003-10-11,2,1,0,0
Cheikh Ba,1,1,2000-04-23,1,0,0,0
Moustapha Salifou,6,6,2009-09-06,4,2,0,0
Salam Kouko,1,1,2000-04-23,1,0,0,0
Togbe Dovi-Akon,1,1,2000-04-23,1,0,0,0
Nqobizitha Ncube,1,1,2000-04-23,1,0,0,0
Luciano Djim,1,1,2000-04-23,0,1,0,0
Luke Jukulile,1,1,2000-04-23,1,0,0,0
Jairo Castillo,3,3,2000-09-02,1,2,0,0
Antônio Carlos Zago,2,2,2000-06-04,1,1,0,0
Ulises de la Cruz,4,4,2005-03-30,1,3,0,0
Juan Jayo,1,1,2000-04-26,0,1,0,0
Ēriks Pelcis,1,1,2000-04-26,0,1,0,0
Vidas Dančenka,1,1,2000-04-26,1,0,0,0
Roberto Ayala,6,6,2007-07-15,2,4,3,0
Phillip Skeal,1,1,2000-05-07,0,1,1,0
Dieuphane Thelamour,1,1,2000-05-19,1,0,0,0
Neftali Díaz,1,1,2000-05-21,1,0,0,0
Roberto Brown,7,7,2005-03-26,5,2,0,1
Vincent John,1,1,2000-05-21,1,0,0,0
Francisco Antonio Pavón,1,1,2000-06-03,1,0,0,0
Delio Toledo,1,1,2000-06-03,1,0,0,0
Gustavo Adrián López,1,1,2000-06-04,1,0,0,0
Alexander Viveros,1,1,2000-06-04,1,0,0,0
Bart Goor,6,4,2003-06-11,6,0,0,0
Okan Buruk,8,8,2005-09-03,5,3,0,0
Nuno Gomes,18,13,2008-06-19,7,11,0,0
Francesco Totti,8,7,2006-06-26,5,3,0,2
Stefano Fiore,1,1,2000-06-14,0,1,0,0
Pape Seydou Diop,1,1,2000-06-16,0,1,0,0
Julio César de León,8,7,2009-10-10,4,4,0,1
Nathalie Suiverstin,1,1,2000-06-17,1,0,0,0
Daniel Chitsulo,2,2,2001-04-21,1,1,0,0
Costinha,1,1,2000-06-17,0,1,0,0
Andrew Sinkala,1,1,2000-06-18,0,1,0,0
Edgar Valencia,1,1,2000-06-18,1,0,0,0
Carlos Ruiz,47,30,2016-09-06,32,15,0,4
Desmond Bleau,1,1,2000-06-18,0,1,0,0
James Moga,3,3,2001-03-10,2,1,0,0
Paul Agostino,3,1,2000-06-19,3,0,0,0
Kevin Muscat,9,5,2001-11-20,8,1,0,4
Danny Tiatto,1,1,2000-06-19,1,0,0,0
David Zdrilic,17,6,2004-05-31,17,0,0,0
Tony Popovic,6,4,2001-04-16,6,0,0,0
Steve Corica,2,2,2001-04-14,2,0,0,0
Clayton Zane,6,3,2001-06-01,4,2,0,0
Kris Bouckenooghe,1,1,2000-06-19,0,1,0,0
Cristian Chivu,2,2,2002-09-07,0,2,0,0
Richard Iwai,9,6,2004-06-06,2,7,0,0
Chris Killen,10,6,2013-03-22,10,0,0,0
Jonathan Perry,2,2,2001-06-06,2,0,0,0
Dejan Govedarica,2,2,2000-06-25,2,0,1,0
Pedro Munitis,1,1,2000-06-21,0,1,0,0
Commins Menapi,12,7,2004-06-06,5,7,0,0
Daniel Shepherd,1,1,2000-06-21,0,1,0,0
Jack Samani,4,4,2004-05-12,3,1,0,0
Gideon Omokirio,5,5,2004-05-15,3,2,1,1
Henry Koto,1,1,2000-06-21,1,0,0,0
Jimmy Ben,2,2,2001-06-06,0,2,0,0
Georgina Tura,1,1,2000-06-22,0,1,0,0
Pablo Cardozo,1,1,2000-06-23,0,1,0,0
Shaun Murphy,3,3,2001-06-09,2,1,0,0
Lexa Bibi,2,2,2004-06-02,1,1,0,0
Miguel Mea Vitali,1,1,2000-06-28,1,0,0,0
Ruberth Morán,11,9,2005-06-08,9,2,0,0
Denis Caniza,1,1,2000-06-29,1,0,1,0
Frankie Oviedo,3,3,2004-06-02,1,2,0,0
Juan Pajuelo,3,3,2001-07-12,1,2,0,0
Marco Delvecchio,3,3,2001-06-02,1,2,0,0
Chaswe Nsofwa,3,3,2001-07-27,2,1,0,0
Patrice Abanda,1,1,2000-07-09,1,0,0,0
Charles Amoah,3,2,2001-07-01,2,1,0,0
Yaw Preko,1,1,2000-07-09,1,0,0,0
Ishmael Addo,1,1,2000-07-09,1,0,0,0
Christopher Wreh,2,1,2000-07-09,2,0,0,0
Delron Buckley,3,2,2005-06-04,0,3,0,0
Alejandro Madrigal,1,1,2000-07-16,0,1,0,0
Michael Forde,1,1,2000-07-16,1,0,0,0
Danilo Turcios,5,5,2005-07-16,3,2,0,0
David Suazo,11,9,2009-09-05,6,5,0,0
Ante Razov,4,4,2002-01-27,2,2,0,0
Onandi Lowe,7,7,2003-07-15,3,4,0,0
Carlos Humberto Paredes,8,8,2004-10-13,7,1,0,0
Jorge Luis Campos,2,2,2002-06-12,1,1,0,0
Daniel Noriega,2,2,2001-11-08,1,1,0,0
Darío Rodríguez,3,3,2005-11-12,3,0,0,0
Roger Suárez,3,3,2004-06-01,3,0,0,0
Juan Pablo Ángel,8,7,2005-09-04,6,2,0,2
Rolando Fonseca,16,13,2004-10-09,9,7,0,1
Jamal Ballantyne,1,1,2000-07-23,0,1,0,0
Francisco Ramírez,5,3,2000-11-14,2,3,0,0
Héctor Tapia,1,1,2000-07-25,0,1,0,0
Vampeta,2,1,2000-07-26,2,0,0,0
MaNicolás Oliveratias Almeyda,1,1,2000-07-26,0,1,0,0
Dwight Pezzarossi,8,7,2012-09-07,4,4,0,0
Paul Fenwick,1,1,2000-08-15,1,0,1,0
Pablo Aimar,6,6,2007-06-28,4,2,0,0
Amado Guevara,15,13,2009-09-05,10,5,0,4
Jorge Bengoché,1,1,2000-08-16,1,0,0,0
John O'Brien,3,3,2005-07-21,3,0,0,0
Emiliano González Arqués,1,1,2000-09-02,1,0,0,0
Ildefons Lima,8,8,2015-10-10,5,3,2,4
Anders Svensson,12,11,2013-09-06,9,3,0,0
Alexander Khatskevich,3,3,2001-03-28,3,0,0,0
Valentin Belkevich,3,3,2005-06-04,2,1,0,0
Gerard López,2,2,2000-10-07,1,1,0,0
Edvin Murati,3,3,2004-09-04,2,1,0,0
Aki Riihilahti,5,5,2005-03-26,3,2,0,0
Sebastian Deisler,2,2,2001-03-24,2,0,0,0
Morten Bisgaard,1,1,2000-09-02,0,1,0,0
Jeffrey Talan,1,1,2000-09-02,1,0,0,0
Giovanni van Bronckhorst,4,4,2010-07-06,2,2,0,0
Gabriel González,1,1,2000-09-02,1,0,0,0
Emre Belözoğlu,6,6,2012-09-11,3,3,0,1
Emmanuel Olisadebe,9,7,2002-06-14,4,5,0,0
Radosław Kałużny,6,4,2004-10-09,3,3,0,0
Pini Balili,3,3,2003-09-10,2,1,0,0
Neil McCann,3,3,2003-09-10,1,2,0,0
Walter Samuel,3,3,2001-11-08,3,0,1,0
Igor Demo,4,3,2004-08-18,4,0,0,0
Reynold Carrington,1,1,2000-09-03,1,0,0,0
Stokely Mason,1,1,2000-09-03,1,0,0,0
Federico Magallanes,3,3,2001-10-07,3,0,0,2
Argjend Beqiri,1,1,2000-10-06,1,0,0,0
Georgi Ivanov,3,2,2001-06-02,2,1,0,0
Svetoslav Todorov,2,2,2003-06-07,2,0,0,1
Dietmar Hamann,1,1,2000-10-07,0,1,0,0
Bob Peeters,4,2,2001-02-28,3,1,0,0
Jurgen Cavens,1,1,2000-10-07,0,1,0,0
Thomas Flögel,2,2,2001-04-25,1,1,0,0
Željko Milinovič,2,2,2001-09-05,0,2,0,0
Jeff Strasser,3,3,2008-09-10,1,2,0,0
David Healy,22,16,2012-11-14,15,7,0,3
Dennis Rommedahl,15,12,2011-10-07,4,11,0,0
Mikalay Ryndzyuk,2,2,2000-10-11,1,1,0,0
Matt Holland,4,4,2002-06-01,1,3,0,0
Marco Zwyssig,1,1,2000-10-07,1,0,0,0
Thorstein Helstad,4,4,2009-09-09,2,2,0,0
Mario Acevedo,1,1,2000-10-08,0,1,0,0
Jared Borgetti,37,26,2008-06-21,29,8,0,1
Duilio Davino,2,2,2004-06-19,1,1,0,0
Daniel Velasquez,1,1,2000-10-08,0,1,0,0
Jaime Vladimir Cubías,1,1,2000-10-08,0,1,0,0
Euller,1,1,2000-10-08,0,1,0,0
Juninho Paulista,1,1,2000-10-08,0,1,0,0
Jim Brennan,3,3,2004-06-16,3,0,0,0
Ervin Fakaj,1,1,2000-10-11,1,0,0,0
Michael Baur,4,3,2001-03-28,2,2,1,0
Rubén Baraja,3,2,2002-10-12,2,1,0,0
Felix Khojoyan,1,1,2000-10-11,0,1,0,0
Dimitar Berbatov,28,20,2009-10-14,14,14,0,1
Bruno Akrapović,1,1,2000-10-11,0,1,0,0
Yaniv Katan,2,2,2005-09-07,1,1,0,0
Krisztián Lisztes,5,4,2003-09-10,1,4,0,0
Mark Kinsella,2,2,2001-04-25,2,0,0,0
Richard Dunne,6,6,2011-10-11,3,3,0,0
Maksim Buznikin,1,1,2000-10-11,1,0,0,0
Dmitri Khokhlov,2,2,2001-03-24,2,0,0,0
Ermin Šiljak,10,7,2003-11-15,5,5,0,0
Lee Young-pyo,3,3,2005-03-30,3,0,0,0
Mohammed Gholam,1,1,2000-10-14,1,0,0,0
Mirjalol Qosimov,15,11,2004-11-17,7,8,0,1
Atsushi Yanagisawa,3,3,2005-06-16,1,2,0,0
Naohiro Takahara,10,7,2007-07-21,6,4,0,0
Ryuzo Morioka,1,1,2000-10-14,1,0,1,0
Shinji Ono,3,3,2004-09-08,1,2,0,0
Seksan Piturat,9,8,2001-10-21,5,4,0,0
Sabah Jeayer,4,2,2001-04-12,2,2,0,0
Abbas Chahrour,1,1,2000-10-15,1,0,0,0
Moussa Hojeij,4,4,2001-05-30,3,1,0,0
Shen Si,1,1,2000-10-16,1,0,0,1
Yang Chen,5,5,2001-05-13,5,0,0,0
Qi Hong,7,7,2001-09-27,5,2,0,0
Sergey Lushan,1,1,2000-10-17,0,1,0,0
Hideaki Kitajima,1,1,2000-10-17,1,0,0,0
Luís Fernandes,1,1,2000-10-18,1,0,0,0
Abdulnasser Al-Obaidly,2,2,2001-08-31,0,2,0,0
Mohammad Al-Shalhoub,9,5,2005-06-03,9,0,0,1
Kim Sang-sik,1,1,2000-10-23,0,1,0,0
Abbas Obeid,1,1,2000-10-24,0,1,0,0
Tomokazu Myojin,2,2,2000-10-26,1,1,0,0
Talal Al-Meshal,17,9,2004-10-12,13,4,0,0
Shigeyoshi Mochizuki,1,1,2000-10-29,1,0,0,0
Wilmer Velásquez,4,3,2005-07-16,3,1,0,0
Luis Santamaría,1,1,2000-11-14,0,1,0,0
Renán Bengoche,1,1,2000-11-14,0,1,0,0
Clint Mathis,3,3,2002-06-10,0,3,0,0
Roque Júnior,1,1,2000-11-15,1,0,0,0
Claudio Husaín,1,1,2000-11-15,0,1,0,0
Juan Carlos Padilla,1,1,2000-11-15,1,0,0,0
Pedro Alejandro García,1,1,2000-11-15,0,1,0,0
Ali Karimi,13,8,2011-07-23,8,5,0,0
Alireza Vahedi Nikbakht,5,5,2008-03-26,3,2,0,0
Sohrab Bakhtiarizadeh,3,2,2006-06-21,3,0,0,0
Denis Knitel,1,1,2000-11-26,1,0,0,0
Rustam Khojaev,3,1,2000-11-26,3,0,0,0
Sukhrob Hamidov,5,2,2003-11-26,4,1,0,1
Rahmatullo Fuzailov,1,1,2000-11-26,1,0,0,0
Zaker Berdykulov,2,1,2000-11-26,2,0,0,0
Shukhrat Jabbarov,1,1,2000-11-26,1,0,0,0
Rustam Usmonov,1,1,2000-11-26,1,0,0,0
Mehdi Hasheminasab,1,1,2000-11-28,1,0,0,0
Reynaldo Parks,1,1,2001-01-06,1,0,0,0
Djamel Belmadi,1,1,2001-01-26,1,0,0,0
Victor Agali,4,3,2001-07-29,4,0,0,0
Bodunha,2,1,2001-01-28,2,0,0,0
Frank Seator,1,1,2001-01-28,0,1,0,0
Emmanuel Duah,1,1,2001-01-28,1,0,0,0
Musa Shannon,1,1,2001-01-28,0,1,0,0
Ruphin Menakely,1,1,2001-01-28,1,0,0,0
Zéphirin Zoko,1,1,2001-01-28,0,1,0,0
Naser Al-Sauhi,1,1,2001-02-03,0,1,0,0
Yusuf A'Amer Al Sadi,5,4,2001-02-24,3,2,0,0
Ilia Kovalenko,2,2,2001-02-27,1,1,0,0
Noh Alam Shah,3,3,2007-11-18,1,2,0,0
Hussein Abdulghani,3,2,2004-10-12,2,1,0,0
Ali Asel,1,1,2001-02-09,0,1,0,0
Khalaf Al-Mutairi,2,2,2001-02-21,1,1,0,0
Mohd Noor Ali,1,1,2001-02-09,1,0,0,0
Nguyễn Hồng Sơn,5,3,2001-02-17,2,3,0,2
Rokonuzzaman Kanchan,1,1,2001-02-12,0,1,0,0
Nguyễn Văn Sỹ,1,1,2001-02-15,0,1,0,0
Nguyễn Trung Vĩnh,1,1,2001-02-15,0,1,0,0
Mohsin Harthi,1,1,2001-02-17,1,0,0,0
Nguyễn Lương Phúc,2,1,2001-02-17,2,0,0,0
Bayarzorig Davaa,1,1,2001-02-19,0,1,0,0
Mohammed Sujan,2,1,2001-02-19,2,0,0,0
Boldyn Buman-Uchral,1,1,2001-02-19,0,1,0,0
Zamirbek Jumagulov,1,1,2001-02-21,1,0,0,0
Mohamed Salmeen,3,3,2005-03-30,1,2,1,0
Mohammad Hassan,1,1,2001-02-21,0,1,0,0
Khalifa Khalifa,1,1,2001-02-23,1,0,0,0
Khaled Elfallah,2,1,2001-02-23,2,0,0,0
Komlan Amewou,2,2,2013-06-14,1,1,1,0
Zanzan Atte-Oudeyi,1,1,2001-02-23,0,1,0,0
Khamis Eid,1,1,2001-02-24,1,0,0,0
Moumouni Dagano,19,14,2009-11-14,10,9,0,2
Faraj Laheeb,3,2,2004-11-17,3,0,0,0
Ibrahim Said,1,1,2001-02-24,0,1,0,0
Zizi Roberts,2,2,2003-11-16,2,0,0,0
Patrick Mabedi,2,2,2004-09-04,1,1,0,1
Maher Kanzari,1,1,2001-02-25,1,0,0,0
Mohamed Husain,4,4,2015-01-15,2,2,1,0
Rafi Ali,1,1,2001-02-27,0,1,0,0
Yves Vanderhaeghe,2,1,2001-02-28,2,0,0,0
Walter Baseggio,1,1,2001-02-28,1,0,0,0
Rodrigo Cordero,1,1,2001-02-28,1,0,0,0
Tyrone Marshall,2,2,2008-06-18,2,0,0,0
Josh Wolff,5,5,2005-07-16,4,1,0,0
Emad Ayoub,4,4,2001-03-25,1,3,0,0
Chan Ho Man,1,1,2001-03-04,1,0,0,0
Rosdi Talib,2,2,2004-02-18,1,1,0,0
Jassem Al-Tamimi,2,2,2001-03-25,2,0,0,0
Akmal Rizal Ahmad Rakhli,4,2,2001-03-25,2,2,0,1
Papy Okitankoy Kimoto,1,1,2001-03-10,1,0,0,0
El Hadji Diouf,15,10,2008-06-21,12,3,0,1
Khalid Bakhit,2,2,2001-07-29,1,1,0,0
Jones Mwewa,2,2,2001-07-14,2,0,0,0
Charles Lota,2,2,2001-04-21,2,0,0,0
Mohamed Barakat,4,3,2004-01-25,3,1,0,0
Abdel-Zaher El-Saqqa,2,2,2006-02-03,1,1,1,0
Tarek El-Said,5,4,2005-06-05,5,0,0,0
Feng Ji-zhi,2,2,2001-03-23,1,1,1,0
Mohammed Al-Jaish,2,2,2001-03-25,1,1,0,0
Sherif Touré Coubageat,1,1,2001-03-11,1,0,0,0
Benjani Mwaruwari,5,5,2006-01-31,3,2,0,0
Edzai Kasinauyo,1,1,2001-03-11,1,0,0,0
Fadi Lafi,1,1,2001-03-20,1,0,0,0
Keung He-chi,1,1,2001-03-23,1,0,0,0
Hairuddin Omar,2,2,2001-03-25,1,1,0,0
Abdul-Aziz Hassan,1,1,2001-03-23,1,0,0,0
Jimmy Floyd Hasselbaink,4,4,2002-09-07,2,2,0,1
Mark van Bommel,6,5,2009-06-06,2,4,0,0
Arthur Minasyan,1,1,2001-03-24,1,0,0,0
John Hartson,10,9,2004-10-13,6,4,0,1
Andrey Movsisyan,1,1,2001-03-24,1,0,0,0
Krassimir Chomakov,2,2,2001-03-28,2,0,0,0
Boško Balaban,8,5,2006-10-07,5,3,0,0
Gary Kelly,1,1,2001-03-24,0,1,0,0
Miroslav Klose,48,34,2014-07-08,29,19,0,0
Christian Høgni Jacobsen,1,1,2001-03-24,0,1,0,0
Kurt Mørkøre,1,1,2001-03-24,0,1,0,0
Claus Jensen,4,4,2005-09-07,1,3,0,0
John Carew,15,13,2011-10-11,10,5,0,1
Bartosz Karwan,3,3,2003-04-02,2,1,0,0
Daniel Van Buyten,7,6,2010-09-07,1,6,0,0
Iván Helguera,2,2,2003-04-02,2,0,0,0
Steven Bryce,4,4,2003-07-19,2,2,0,0
Jamal Al-Holi,1,1,2001-03-25,0,1,0,1
Irwan Fadzli Idrus,1,1,2001-03-25,1,0,0,0
Antonio de Nigris,2,1,2001-03-25,2,0,0,0
Meshal Mubarak,2,2,2011-07-23,2,0,0,0
Reinaldo Navia,4,4,2004-06-06,1,3,0,1
Andrés Mendoza,3,3,2003-09-09,2,1,0,0
Claudio Pizarro,10,9,2015-06-18,7,3,0,1
Andy Cole,1,1,2001-03-28,0,1,0,0
Kevin Kilbane,7,7,2010-09-07,3,4,1,0
Raman Vasilyuk,7,4,2007-06-06,5,2,0,2
Martin Petrov,15,12,2009-10-14,11,4,0,2
Stuart Elliott,3,3,2005-09-03,2,1,0,0
Cosmin Contra,8,6,2007-06-06,3,5,1,0
Marko Rehmer,3,3,2001-11-14,1,2,0,0
Angelos Charisteas,20,17,2011-10-11,12,8,0,2
Michael Ballack,27,26,2009-09-09,15,12,0,8
Almedin Hota,1,1,2001-03-28,0,1,0,0
Marcus Allbäck,19,13,2007-11-21,12,7,0,0
Igor Mitreski,1,1,2001-03-28,0,1,1,0
Ümit Davala,4,4,2002-10-16,2,2,0,0
Michał Żewłakow,3,3,2009-03-28,3,0,1,2
Marcin Żewłakow,4,4,2002-06-14,3,1,0,0
Vadim Vasilyev,2,2,2001-06-06,1,1,0,1
Ľubomír Meszároš,1,1,2001-03-28,1,0,0,0
Alexander Frei,24,20,2009-09-09,13,11,0,2
Johann Lonfat,1,1,2001-03-28,1,0,0,0
Guido Alvarenga,2,2,2001-07-18,0,2,0,1
Ali Umar,3,2,2004-09-08,3,0,0,0
Adam Abdulativ,2,1,2001-04-01,2,0,0,0
Ali Shiham,1,1,2001-04-01,1,0,0,0
Ashraf Luthfy,1,1,2001-04-01,1,0,0,0
Anwar Ahmed,1,1,2001-04-07,0,1,0,0
Adel Al-Salimi,5,3,2001-05-18,3,2,0,1
Ali Aboud Awad,1,1,2001-04-07,0,1,0,0
Ali Al-Nono,7,5,2007-11-09,4,3,0,0
Shailemdra Lal,5,1,2001-04-07,5,0,0,0
Ulaiasi Mateiwai,1,1,2001-04-07,1,0,0,0
Valerio Nasema,2,2,2001-04-16,1,1,0,0
Abinesh Samy,2,1,2001-04-07,2,0,0,0
Lokoua Taufahema,5,3,2011-11-24,0,5,0,0
Jules Alberto,2,2,2001-05-20,2,0,0,0
Agung Setyabudi,1,1,2001-04-08,1,0,0,0
Kurniawan Dwi Yulianto,4,4,2001-05-13,2,2,0,0
Bima Sakti,1,1,2001-04-08,1,0,0,0
Uston Nawawi,4,2,2001-04-22,4,0,0,0
Bambang Pamungkas,4,4,2011-11-15,3,1,0,0
